	id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
gene-YOR095C	gene-YOR095C	461.652023774616	2.18938207618247	0.512639758923412	4.27080037798934	1.94772691351892e-05	6.71781166499238e-05
gene-YHR096C	gene-YHR096C	5347.63747409323	-2.66193182871666	0.623274070344374	-4.27088492105227	1.9469886161562e-05	6.71781166499238e-05
gene-YBL071W-A	gene-YBL071W-A	417.351480051223	2.15282764256592	0.504229153489326	4.26954218665879	1.95874600212506e-05	6.75181718435295e-05
gene-YDR541C	gene-YDR541C	90.4489062446899	2.26176402732653	0.529892313155487	4.26834655112813	1.96927222957122e-05	6.78408456838085e-05
gene-YLL056C	gene-YLL056C	112.930996371692	-2.28420010808485	0.535333202140206	-4.26687546924581	1.98229737693774e-05	6.8249174030346e-05
gene-YJL060W	gene-YJL060W	77.0882218338212	2.368547941062	0.555194085884852	4.26616205265781	1.9886435600918e-05	6.84272033502036e-05
gene-YOR134W	gene-YOR134W	62.972400965781	-4.0183131324134	0.942680574703636	-4.26264552409674	2.02020851333441e-05	6.94722620474481e-05
gene-YDR169C	gene-YDR169C	383.615058966759	-1.92428470474127	0.451564910086311	-4.26136898983906	2.03178448038622e-05	6.98290982574295e-05
gene-YCR073W-A	gene-YCR073W-A	470.415713778454	-1.89770447912414	0.445511187310908	-4.25961128064734	2.04782727138408e-05	7.03389402595758e-05
gene-YLL019C	gene-YLL019C	1249.77814388423	-1.92417571596351	0.451791683712	-4.25898878915641	2.05353768053075e-05	7.04934927833138e-05
gene-YGL173C	gene-YGL173C	751.828687966767	-1.73877897894801	0.408357666128198	-4.25798049889468	2.06281938492139e-05	7.07703857337204e-05
gene-YGR280C	gene-YGR280C	1589.3974003503	1.95857492152792	0.460325455952704	4.25476126988108	2.09272172811034e-05	7.17539805716042e-05
gene-YJR119C	gene-YJR119C	110.684873899673	2.1138549751553	0.496954064568328	4.25362246909373	2.10339813744996e-05	7.20775983298038e-05
gene-YJR032W	gene-YJR032W	135.699544580797	2.08518003637172	0.49024197668988	4.25336902084739	2.10578129306603e-05	7.211681581312e-05
gene-YDR033W	gene-YDR033W	1303.34222424516	1.98931628073044	0.467995033153585	4.2507209260864	2.13083536327933e-05	7.29319428866094e-05
gene-YGL186C	gene-YGL186C	225.737804486176	1.86853110558628	0.439881239978964	4.24780812583786	2.15872152414355e-05	7.38429889163557e-05
gene-YDR300C	gene-YDR300C	362.387729696704	2.02100050762054	0.475842663721711	4.24720324952302	2.16455580381529e-05	7.39990833224465e-05
gene-YML034W	gene-YML034W	478.919933922637	-1.9491082924955	0.459016075913399	-4.24627457462564	2.17354247482265e-05	7.42627012231073e-05
gene-YOR259C	gene-YOR259C	1557.82998426784	-1.68846229077363	0.397724665559656	-4.24530444547039	2.18296821658297e-05	7.44939375016238e-05
gene-YIL051C	gene-YIL051C	1223.44792204489	-1.7075734549412	0.402237871366912	-4.2451832025125	2.18414894048904e-05	7.44939375016238e-05
gene-YDL137W	gene-YDL137W	2016.68928318512	-1.71498099991238	0.403959674538283	-4.24542623436997	2.18178278771403e-05	7.44939375016238e-05
gene-YBR222C	gene-YBR222C	1609.31582691516	-2.00654348347752	0.472779095413303	-4.24414595091901	2.19427508563326e-05	7.47954891601688e-05
gene-YJL070C	gene-YJL070C	150.465726817145	-2.06985024254509	0.48781760764589	-4.24308227112542	2.20470563513395e-05	7.51070579739606e-05
gene-YBR045C	gene-YBR045C	142.076325907375	-2.50236366207103	0.589770064592944	-4.24294790851778	2.20602656045573e-05	7.5108108976452e-05
gene-YKL152C	gene-YKL152C	26196.1854809695	-1.65835100773882	0.391052205913441	-4.24074070587366	2.22783379861622e-05	7.5806244158642e-05
gene-YNL095C	gene-YNL095C	136.730403859195	2.03927277140509	0.481437897342623	4.23579610716397	2.27743364123734e-05	7.74487071219848e-05
gene-YLR120C	gene-YLR120C	262.952694776465	-1.96273136615241	0.463498895515253	-4.23459771995902	2.28961205881893e-05	7.78174045910321e-05
gene-YML108W	gene-YML108W	205.823574049915	1.9225404892449	0.454125888316458	4.23349678736037	2.30085470825493e-05	7.81083155187185e-05
gene-YGR256W	gene-YGR256W	363.371218986869	-3.14280762729975	0.742358240479083	-4.23354582185486	2.30035285547216e-05	7.81083155187185e-05
gene-YMR091C	gene-YMR091C	417.790127960773	1.772870406597	0.419240009654196	4.22877198209046	2.34970337527068e-05	7.97201226738107e-05
gene-YBR183W	gene-YBR183W	170.762184184366	2.01053405245145	0.475749822150046	4.22603216826291	2.37848005157372e-05	8.06494517196401e-05
gene-YHR202W	gene-YHR202W	352.120372185867	-2.34937057754742	0.556014163951457	-4.22537900986373	2.38538960453759e-05	8.08366605216407e-05
gene-YNL305C	gene-YNL305C	1078.34582673013	-1.9665954273989	0.465598998692099	-4.22379651357329	2.40220960232401e-05	8.13593036924399e-05
gene-YOR166C	gene-YOR166C	158.050456973642	2.12818071708348	0.504002051879759	4.22256359700537	2.41539213729023e-05	8.17582152517657e-05
gene-YHR159W	gene-YHR159W	44.33545386791	-2.97018507735363	0.704123061813268	-4.21827552374832	2.46177888773738e-05	8.32799342498957e-05
gene-YDR254W	gene-YDR254W	124.171345290068	-2.28466282883783	0.542354889855575	-4.2124868265615	2.52574449518228e-05	8.53942186466388e-05
gene-YLR432W	gene-YLR432W	1645.08832358098	2.3886993275483	0.567202573140249	4.21136898995988	2.53827745354453e-05	8.57681447158227e-05
gene-YGR193C	gene-YGR193C	577.79485214848	-1.80881569329091	0.429777566466497	-4.20872524399645	2.56815440880902e-05	8.67273490028198e-05
gene-YLR403W	gene-YLR403W	611.626570113958	2.01984609107503	0.480055911879979	4.20752258453599	2.58185606892738e-05	8.71395132364939e-05
gene-YPL058C	gene-YPL058C	615.627626072481	2.37715293787914	0.56515275754147	4.20621310992136	2.59685370753483e-05	8.75949147466267e-05
gene-YER162C	gene-YER162C	439.39402342607	-1.99048140841762	0.473384878154115	-4.2047845215909	2.613310069726e-05	8.80989648288637e-05
gene-YMR086W	gene-YMR086W	411.822455182401	-1.8999201191516	0.451876872718983	-4.204508426642	2.61650191027334e-05	8.81555215371028e-05
gene-YOL077W-A	gene-YOL077W-A	484.698632360444	-1.82653368069043	0.434436488672869	-4.20437446741683	2.61805190320218e-05	8.81567274750901e-05
gene-YBR173C	gene-YBR173C	1167.29698211426	-1.73569962430456	0.412872232137099	-4.20396308882357	2.62281727392572e-05	8.82661397040205e-05
gene-YIL134W	gene-YIL134W	48.8867750215412	2.53622209370536	0.603384530525294	4.20332634563464	2.63020951596943e-05	8.84127009351848e-05
gene-YBR234C	gene-YBR234C	713.419457871076	-1.88138229680989	0.447583316336822	-4.20342364904881	2.6290785950956e-05	8.84127009351848e-05
gene-YML096W	gene-YML096W	230.054630876934	1.92883613185326	0.458943696149008	4.20277290665088	2.63665073282562e-05	8.85780759752497e-05
gene-YER053C-A	gene-YER053C-A	1528.77033057027	-2.01502606981978	0.479536703698835	-4.20202677767349	2.64535832649301e-05	8.88193551144307e-05
gene-YLR290C	gene-YLR290C	270.514683932976	-2.08170373750961	0.495451177126132	-4.20163243850696	2.64997144586388e-05	8.892296114017e-05
gene-YBR201W	gene-YBR201W	63.8932031218853	-2.85269943376296	0.679133591332448	-4.20049820855719	2.66328275574398e-05	8.93181578568056e-05
gene-YMR316W	gene-YMR316W	674.503119364021	-2.13719162311312	0.508886592562956	-4.19974048117355	2.67221083823021e-05	8.95659844569736e-05
gene-YEL068C	gene-YEL068C	58.69747512797	-2.81507130219647	0.671126043819739	-4.19454933707294	2.73414637974933e-05	9.1589184251442e-05
gene-YDL239C	gene-YDL239C	82.4011539329094	-2.58255313312106	0.615913329806781	-4.19304633970373	2.75233192168858e-05	9.21453504776936e-05
gene-YCL061C	gene-YCL061C	79.8243867659657	-2.79022617410682	0.665522728470266	-4.19253325956317	2.75856623173986e-05	9.23009919608588e-05
gene-YMR102C	gene-YMR102C	117.226482201405	2.04293155281425	0.48733763357023	4.19202501938493	2.76475496824884e-05	9.24549306441398e-05
gene-YML129C	gene-YML129C	288.652919720976	-1.90987780827707	0.455912963423968	-4.1891281044821	2.80028293871139e-05	9.35892495360375e-05
gene-YNL251C	gene-YNL251C	381.876347348606	1.98521447229359	0.474022688896317	4.18801571906997	2.81404030436633e-05	9.39950811934641e-05
gene-YOL087C	gene-YOL087C	330.656189901945	-1.8873240860616	0.450733035495146	-4.18723265754929	2.82376328623406e-05	9.42657675026072e-05
gene-YLR130C	gene-YLR130C	767.618325534322	1.82846418459022	0.436858105406087	4.18548760332729	2.84554599036162e-05	9.49385028990564e-05
gene-YKL216W	gene-YKL216W	906.219876624302	1.81023357438429	0.433009073186421	4.18059039978809	2.90753191205173e-05	9.69510354637181e-05
gene-YJR065C	gene-YJR065C	1064.86283113088	-1.7188651971965	0.411301901920259	-4.17908399929973	2.92685574467181e-05	9.75395200084676e-05
gene-YLR399C	gene-YLR399C	649.231605888425	1.71032458630228	0.409344695931791	4.1782014114268	2.93823407040955e-05	9.78626931231373e-05
gene-YGR167W	gene-YGR167W	852.576381299558	-1.70573944589417	0.408398983364247	-4.17664958870096	2.95834219719244e-05	9.84760907493104e-05
gene-YDR357C	gene-YDR357C	157.983988748904	-2.26397230612585	0.542330755708332	-4.17452317113918	2.9861082754365e-05	9.93435564548076e-05
gene-YLR300W	gene-YLR300W	1094.69732035901	1.65683317805426	0.39690892078354	4.17434099184139	2.9884985986902e-05	9.93662983527945e-05
gene-YCR048W	gene-YCR048W	209.749869438661	2.07053580477629	0.496087034358283	4.17373497264375	2.99646309904175e-05	9.95742475035449e-05
gene-YBL071C	gene-YBL071C	185.721519670367	2.08708290272137	0.500401012839563	4.1708207001382	3.0350459910503e-05	0.000100798846319993
gene-YGR152C	gene-YGR152C	197.6573955945	2.90331108105938	0.696742295012597	4.16697981713151	3.08661814048987e-05	0.000102442168801446
gene-YJL151C	gene-YJL151C	1582.52990946207	-1.92574975770288	0.462156902071045	-4.16687438632442	3.08804545253414e-05	0.000102442168801446
gene-YKR065C	gene-YKR065C	451.812561739115	-1.77659491507371	0.426426500395296	-4.16623946548072	3.09665421981539e-05	0.000102669253233287
gene-YLR273C	gene-YLR273C	60.516056383287	-2.6668290502626	0.640366343128973	-4.16453656391726	3.11985627892799e-05	0.000103379642890829
gene-YBR255C-A	gene-YBR255C-A	211.147332380486	-2.08225708788832	0.501045924078337	-4.1558208296347	3.24121760504931e-05	0.000107339982346969
gene-YKR041W	gene-YKR041W	32.947451093424	2.87954241988946	0.693150614259307	4.15428098980552	3.26311987083482e-05	0.000108003887936329
gene-YLR218C	gene-YLR218C	66.9650726535927	-2.52118445737783	0.606957795933074	-4.1538052139227	3.26991556261416e-05	0.000108167320486021
gene-YER107C	gene-YER107C	177.313275474803	1.97390342634011	0.475395489045754	4.15212906269318	3.29396395666067e-05	0.000108900954887441
gene-YEL016C	gene-YEL016C	167.243037762869	1.89144752304565	0.455701845014577	4.15062511538689	3.31568459673052e-05	0.000109556842918077
gene-YKL168C	gene-YKL168C	245.225693150438	-2.03353353745948	0.489960332113032	-4.15040443925234	3.31888311793712e-05	0.000109600326220249
gene-YGL197W	gene-YGL197W	434.600958059578	-1.92683961121225	0.464607627860388	-4.1472405868275	3.3650640579371e-05	0.000111062374973411
gene-YHR137W	gene-YHR137W	433.281070732476	-2.28090889670399	0.550041067121098	-4.14679745394688	3.37158073940772e-05	0.00011121440829933
gene-YGR271C-A	gene-YGR271C-A	522.061984005485	2.34742724159257	0.566362557594629	4.14474299212542	3.40195044285443e-05	0.000112152635777455
gene-YPR017C	gene-YPR017C	79.4807174083535	2.19668886865238	0.530076048351409	4.14410135203111	3.41148849308631e-05	0.000112339852979347
gene-YBR065C	gene-YBR065C	242.187130569823	2.01101244648444	0.485263287425499	4.14416770976763	3.41050090176895e-05	0.000112339852979347
gene-YFR050C	gene-YFR050C	984.827592022289	-1.74059322439192	0.420034871749744	-4.14392552013862	3.41410668391858e-05	0.00011236251618866
gene-YML088W	gene-YML088W	283.935590301807	1.78710527378885	0.431566032544569	4.14097760023385	3.45828735131034e-05	0.000113752254007507
gene-YHR064C	gene-YHR064C	2290.41143138507	1.68664382205877	0.407631283048184	4.13767022355691	3.508501436686e-05	0.000115338765468017
gene-YNL021W	gene-YNL021W	179.513853634379	2.22872957930669	0.539120342601526	4.13401128318022	3.56485961242645e-05	0.000117125353631754
gene-YER054C	gene-YER054C	211.958608418724	-2.63061134625713	0.637010072384665	-4.12962284318262	3.63358816308411e-05	0.000119316132461792
gene-YDL100C	gene-YDL100C	809.513675182595	-1.71137353389265	0.414544237361024	-4.12832547085251	3.65414641426268e-05	0.000119923564959624
gene-YKL100C	gene-YKL100C	394.062363288008	-1.78440059897494	0.432278080830787	-4.12789978975	3.66091581449158e-05	0.000120078038715324
gene-YDR274C	gene-YDR274C	91.0166153501237	-2.67996700390737	0.649393002361916	-4.1268800158918	3.67718124450068e-05	0.000120543632913755
gene-YIL152W	gene-YIL152W	220.775421055625	-2.0262585361897	0.491182610635064	-4.12526521158779	3.70307785319769e-05	0.000121324250204372
gene-YER052C	gene-YER052C	462.269709364967	2.55827662014574	0.620432909739266	4.12337350257717	3.73363541199567e-05	0.000122187888525232
gene-YBR047W	gene-YBR047W	223.433253907307	-1.98326265558187	0.480977883900751	-4.12339677553888	3.73325802398841e-05	0.000122187888525232
gene-YDR313C	gene-YDR313C	404.339022125217	-1.76876546857073	0.429012789004053	-4.12287352243482	3.7417517058868e-05	0.000122384710290297
gene-YNR062C	gene-YNR062C	29.6760037378631	3.04037330733776	0.73777480836412	4.12100450282278	3.77224051950074e-05	0.000123312657521243
gene-YMR202W	gene-YMR202W	278.508809115206	2.11086476356299	0.5123218786952	4.120192502688	3.78555981493026e-05	0.000123678615277912
gene-YML121W	gene-YML121W	667.03030409389	1.67407501504896	0.406327501994846	4.1200140449026	3.78849304854742e-05	0.00012370502820327
gene-YKL008C	gene-YKL008C	398.412865215675	1.83240722676746	0.444785204219862	4.11975760295677	3.79271185215668e-05	0.000123773365489104
gene-YOL095C	gene-YOL095C	65.8298931161868	2.2639774186954	0.54984832307858	4.11745807647367	3.83074186218048e-05	0.000124944420849382
gene-YDL237W	gene-YDL237W	344.875598374442	-1.76618737548744	0.428978577995575	-4.11719248019341	3.83515758954467e-05	0.000125018406978326
gene-YGR119C	gene-YGR119C	721.096728290205	1.66220399334434	0.404012348757415	4.11424056333088	3.88456168866575e-05	0.000126487237983289
gene-YMR089C	gene-YMR089C	517.319391795683	-1.80620593748677	0.439012178221328	-4.11425018960675	3.88439960331829e-05	0.000126487237983289
gene-YLR086W	gene-YLR086W	234.478757116959	-1.99240004904648	0.484335625247427	-4.11367643672431	3.89407156127063e-05	0.000126726018053201
gene-YJL076W	gene-YJL076W	541.462628087304	1.6860889453796	0.409983581611458	4.11257674942092	3.91267331008956e-05	0.000127260245873416
gene-YNL050C	gene-YNL050C	478.652439466454	1.6863440118207	0.410107565311375	4.11195538551047	3.92322124293549e-05	0.000127532071894865
gene-YJL078C	gene-YJL078C	343.340575055705	-1.89272591849577	0.460331507211341	-4.11165842190942	3.92827186017267e-05	0.000127624993135744
gene-YLR291C	gene-YLR291C	610.622478399834	1.70329187814026	0.414283196749244	4.11141917293647	3.93234538211535e-05	0.000127686083740522
gene-YCR065W	gene-YCR065W	63.490076334923	2.46529817482742	0.600019412735589	4.10869735628672	3.9789709516019e-05	0.000129128031662354
gene-YCL038C	gene-YCL038C	174.510335399375	-2.3769547493968	0.578896318775772	-4.10601116694523	4.02550028577608e-05	0.000130565251608849
gene-YBR016W	gene-YBR016W	640.338846946113	-1.78624646024263	0.435117702609382	-4.10520291298328	4.03960136027548e-05	0.000130949661021848
gene-YLR277C	gene-YLR277C	206.449489228718	1.90649983296208	0.464884656774638	4.10101689780286	4.11338518103213e-05	0.000133267270584135
gene-YLR201C	gene-YLR201C	436.99374080985	-1.72443303182327	0.420637356677067	-4.09957176758116	4.13915304459659e-05	0.000134027525170419
gene-YNL066W	gene-YNL066W	280.282500028524	1.76308798064126	0.430208379475204	4.09821859535138	4.16342001296823e-05	0.000134738361953869
gene-YKL218C	gene-YKL218C	133.115869435315	-2.04283746929881	0.498490524588578	-4.09804674017592	4.16651160225344e-05	0.00013476350304622
gene-YKR080W	gene-YKR080W	1062.53523127365	2.08059288445913	0.507947713682091	4.09607687645053	4.20210439973571e-05	0.000135839266048092
gene-YIL065C	gene-YIL065C	421.195026036005	-1.89901172817248	0.463862691058145	-4.09390917782271	4.24160513626958e-05	0.000137040094913216
gene-YDR329C	gene-YDR329C	664.099095400369	-1.85367289833858	0.453185275623841	-4.09032022451937	4.30778007352712e-05	0.000139046939794868
gene-YDR330W	gene-YDR330W	475.266157660037	-1.9230120799355	0.470141727912938	-4.09028164437174	4.30849672603815e-05	0.000139046939794868
gene-YCL037C	gene-YCL037C	41.3335232861229	2.58713399003318	0.632875972856815	4.08790047496164	4.35294813659314e-05	0.000140403678954267
gene-YLR154C	gene-YLR154C	65.0273723495479	-2.64000870872973	0.645849101213858	-4.08765562074468	4.35754363487038e-05	0.00014047408107539
gene-YGR250C	gene-YGR250C	1270.75031982819	-2.15276173841533	0.526697882968028	-4.08728002908264	4.3646017981846e-05	0.000140623750243668
gene-YFL039C	gene-YFL039C	5578.66526258291	-1.67045441522097	0.408746595488865	-4.08677266956337	4.37415337903656e-05	0.000140853545203268
gene-YGL215W	gene-YGL215W	1609.38215693853	1.76816637612223	0.433160038564333	4.08201638817525	4.46466476933869e-05	0.000143688658303426
gene-YNR047W	gene-YNR047W	562.39153204686	-1.69182998512622	0.41458144281719	-4.08081455269631	4.48781509591739e-05	0.000144353919825586
gene-YIL062C	gene-YIL062C	547.510601998216	-2.00918229626379	0.492584790176226	-4.07885573475582	4.52579094523025e-05	0.000145495057333686
gene-YER094C	gene-YER094C	641.994674580174	-1.84005948094402	0.451399624433951	-4.07634251634885	4.57496150551629e-05	0.000146994624090043
gene-YLR342W	gene-YLR342W	1860.8838199193	1.98251966202945	0.486750711399568	4.07296715875168	4.64179716548456e-05	0.00014905980748732
gene-YOR384W	gene-YOR384W	146.11779009657	-2.42606063132222	0.595880240027634	-4.07138963226858	4.67335037743808e-05	0.000149990330195394
gene-YOR067C	gene-YOR067C	150.939318061736	1.87988053107329	0.462720590229106	4.0626688562584	4.85148296495194e-05	0.000155621673950139
gene-YJL074C	gene-YJL074C	124.461761194518	-2.83632724431312	0.698271320023704	-4.0619271663869	4.86692630453018e-05	0.00015603108449876
gene-YDR425W	gene-YDR425W	221.349652110646	-1.99211063969892	0.490471074099585	-4.0616271680365	4.87318604665018e-05	0.000156145785160139
gene-YPL108W	gene-YPL108W	116.768506480727	2.09523717583844	0.516300203534577	4.05817615700033	4.94574564589656e-05	0.000158383559683222
gene-YNL107W	gene-YNL107W	214.129811975599	1.88475377977161	0.464674216668719	4.05607565938033	4.99041000801579e-05	0.000159726042147707
gene-YDR335W	gene-YDR335W	687.502062898501	-1.71384227945296	0.422816253499138	-4.05339734522872	5.04791560170207e-05	0.000161477827654448
gene-YAL027W	gene-YAL027W	149.423146895786	-1.94727155339363	0.480825189631429	-4.04985345066111	5.12497174419351e-05	0.000163852748460706
gene-YBR182C	gene-YBR182C	92.0640914762884	2.05689643407619	0.50798485668157	4.04912943175697	5.14085088273282e-05	0.000164270218656808
gene-YFR036W	gene-YFR036W	135.692246793434	1.93754737326917	0.478547570114636	4.04880829883857	5.14790886756927e-05	0.000164405515233068
gene-YDR272W	gene-YDR272W	1107.25252679459	-1.77141491136675	0.437611326682987	-4.04791833153348	5.16751693924302e-05	0.000164941247918162
gene-YML006C	gene-YML006C	214.825306938943	2.14947111144495	0.531473105243046	4.04436478580038	5.24651768928649e-05	0.000167371101298772
gene-YGL045W	gene-YGL045W	631.443034634059	-1.66002315237117	0.410471916246931	-4.04418204185384	5.25061115144539e-05	0.000167409956865909
gene-YLR328W	gene-YLR328W	404.839380907016	2.172744307136	0.538194388576757	4.03709951878497	5.41161163983518e-05	0.00017244883944784
gene-YHL012W	gene-YHL012W	107.761141382232	2.31168482823052	0.572644245065886	4.03686031624145	5.41713002954275e-05	0.000172530257286641
gene-YLL010C	gene-YLL010C	192.087398782708	1.881328727448	0.46661138608202	4.0318963136431	5.53285980983581e-05	0.000176085065122168
gene-YFL022C	gene-YFL022C	1180.17455884006	1.67426431055583	0.415263258850422	4.03181421633764	5.53479335578095e-05	0.000176085065122168
gene-YNL045W	gene-YNL045W	493.86603754968	-1.79568233382168	0.44548848438468	-4.0308165009067	5.55834264885457e-05	0.000176737689249761
gene-YPL191C	gene-YPL191C	101.412253210881	-2.39042236115606	0.593541817411801	-4.0273865986052	5.64002546962006e-05	0.000179237053952664
gene-YGR136W	gene-YGR136W	1195.86623713367	-1.64313682809383	0.408075018549097	-4.02655578853117	5.65998151235958e-05	0.000179739548321229
gene-YCR069W	gene-YCR069W	650.215793032967	-1.85624977899763	0.461011537717722	-4.02647141585036	5.66201187944236e-05	0.000179739548321229
gene-YAR050W	gene-YAR050W	52.5034501953062	-2.68357108461167	0.66758060415366	-4.01984579527116	5.82362467862567e-05	0.000184769171002499
gene-YMR209C	gene-YMR209C	153.721729609465	1.91960995110467	0.477622086808727	4.01909795238053	5.84213808300823e-05	0.00018515475187411
gene-YGL163C	gene-YGL163C	375.198659771329	1.8150855128195	0.451602689136848	4.01920882333249	5.83938987574836e-05	0.00018515475187411
gene-YJL088W	gene-YJL088W	404.440800332587	2.81990233246143	0.702098115448979	4.01639353590653	5.90955422349346e-05	0.000187087681833491
gene-YPL223C	gene-YPL223C	468.639257009991	-2.91658773531636	0.726153979943933	-4.01648660734677	5.90722193309783e-05	0.000187087681833491
gene-YLL046C	gene-YLL046C	40.3302096388879	2.77823600465247	0.691757507330207	4.0161992825707	5.91442485497161e-05	0.000187140116878504
gene-YML106W	gene-YML106W	829.99597570667	1.65117626940527	0.411568160217334	4.01191449924928	6.02283148994212e-05	0.000190466729681928
gene-YNL223W	gene-YNL223W	159.517414438103	-2.02319075229557	0.504326664771212	-4.01166722606942	6.02914467066281e-05	0.000190562867929418
gene-YDL108W	gene-YDL108W	207.281465886939	1.80506770983235	0.450625616614692	4.005692626604	6.18360174319796e-05	0.000195338737650019
gene-YGL144C	gene-YGL144C	126.565975448847	2.32814042538479	0.582060281429852	3.99982699328948	6.33888067468228e-05	0.000200135375748374
gene-YDL086W	gene-YDL086W	1077.89288325579	-1.76191237479855	0.440629434777534	-3.99862613737574	6.37112245112815e-05	0.000201044308457822
gene-YOL103W	gene-YOL103W	286.444708768512	1.84871655057754	0.46261527744843	3.9962289200093	6.43595014648456e-05	0.000202979966158359
gene-YHL017W	gene-YHL017W	168.282131529546	1.88261093764156	0.471392330199413	3.99372415933276	6.50435285611794e-05	0.000205026217262148
gene-YER005W	gene-YER005W	308.109091652249	1.72407985808761	0.431766705839581	3.99308199258925	6.522000336554e-05	0.000205471244369142
gene-YBL007C	gene-YBL007C	759.217550727268	-1.6444000213358	0.411971834393511	-3.99153506150882	6.56469803142012e-05	0.000206704553482574
gene-YPL242C	gene-YPL242C	296.325642423846	-1.77655771762689	0.445188168324472	-3.99057711779093	6.59127125497269e-05	0.000207429087818654
gene-YOR168W	gene-YOR168W	1462.14629749162	1.57176195078015	0.393919307891134	3.99006070353508	6.6056387125622e-05	0.00020776892806341
gene-YPL112C	gene-YPL112C	521.667449516841	1.62769585002165	0.408200225349081	3.98749375659871	6.67749610832743e-05	0.000209915671396773
gene-YOR048C	gene-YOR048C	522.703445139569	1.68092297761436	0.421572872276336	3.98726551957198	6.68392090739314e-05	0.000210004249988359
gene-YMR041C	gene-YMR041C	334.541620621601	-1.86131051312232	0.466936720354068	-3.98621575898106	6.71354673287107e-05	0.000210821300317019
gene-YAL030W	gene-YAL030W	301.964705443412	-1.76488517840656	0.442889238857996	-3.98493578881567	6.74983755128599e-05	0.000211846653496426
gene-YCL034W	gene-YCL034W	626.474075529261	-1.71570267430091	0.430625203912041	-3.98421332219875	6.77040342685889e-05	0.000212320615060736
gene-YOR317W	gene-YOR317W	3086.84183972672	-2.0125616716813	0.50514214914137	-3.98414916494736	6.77223260336289e-05	0.000212320615060736
gene-YDR404C	gene-YDR404C	223.638730779986	1.74663366835892	0.438673722225412	3.98162365299241	6.84460969139248e-05	0.00021447426062049
gene-YMR201C	gene-YMR201C	270.913405461688	-1.82046920328761	0.457313271975524	-3.98079241265721	6.86859135508763e-05	0.000215109945504681
gene-YHR004C	gene-YHR004C	275.721589188096	-1.78878074467359	0.449573051285129	-3.97884334828403	6.92513488198178e-05	0.000216764168187623
gene-YIL040W	gene-YIL040W	140.216274559507	1.98483561870254	0.49905180961618	3.9772135486876	6.97275415834523e-05	0.000218100460835714
gene-YOL157C	gene-YOL157C	25.168197706983	-3.9771569400293	1.00000776119211	-3.97712607278979	6.97531875774818e-05	0.000218100460835714
gene-YKL210W	gene-YKL210W	839.849789166562	-1.76282377752681	0.443271439417298	-3.97684944431369	6.9834347659223e-05	0.00021823702204616
gene-YLR017W	gene-YLR017W	841.508685941449	1.58797392438788	0.399497863702971	3.9749246958891	7.04015282553035e-05	0.000219891468617155
gene-YNR055C	gene-YNR055C	554.570706751938	1.69439030822058	0.426483307607663	3.97293464479342	7.09925326470484e-05	0.000221499745482913
gene-YMR144W	gene-YMR144W	63.0825247352714	-2.6918880907882	0.677550145263715	-3.9729724945162	7.09812484015476e-05	0.000221499745482913
gene-YER169W	gene-YER169W	1168.95416168035	2.16898988246402	0.546463989986909	3.9691359763998	7.2133712481544e-05	0.000224939729013149
gene-YNL282W	gene-YNL282W	119.033431437554	1.9391749087651	0.48914461683607	3.96442042295845	7.35744846877704e-05	0.000229309769728158
gene-YPL100W	gene-YPL100W	310.797582848834	-1.84094693383079	0.464454692730155	-3.96367387959705	7.38050612722119e-05	0.000229905332652123
gene-YDL170W	gene-YDL170W	628.560498076122	1.87057247061072	0.472268424901017	3.960824759781	7.46913337598939e-05	0.000232417394521701
gene-YEL017C-A	gene-YEL017C-A	579.958775282194	1.75038500886907	0.441922370626698	3.96084272988221	7.46857124130764e-05	0.000232417394521701
gene-YNCI0012	gene-YNCI0012	29.4588062975669	-3.40405511337697	0.860429599482564	-3.95622734901736	7.61427007318197e-05	0.000236807053237529
gene-YPL244C	gene-YPL244C	222.892593671735	1.77742702903004	0.449924844371319	3.95049762480586	7.79888719079264e-05	0.000242419227041083
gene-YGR037C	gene-YGR037C	548.030090841153	-1.95776736972933	0.495802387465584	-3.94868483739446	7.85817278417953e-05	0.000244131707307861
gene-YLR052W	gene-YLR052W	260.701849894705	1.75049864648459	0.443378882434838	3.94808755182845	7.87779961625304e-05	0.000244610929951068
gene-YLR419W	gene-YLR419W	151.812404005628	1.89788580283106	0.480821075111475	3.94717682121369	7.9078154954463e-05	0.000245412056580428
gene-YDR225W	gene-YDR225W	2361.53512504734	-2.22121130878404	0.563218044616569	-3.94378576825643	8.02053136779076e-05	0.000248777483341917
gene-YPR200C	gene-YPR200C	73.4102920212336	-2.54900143317381	0.646578839279722	-3.94229021786941	8.07072335776281e-05	0.000250201019110197
gene-YKL068W	gene-YKL068W	423.78681472686	1.78329819857146	0.452620884130726	3.93993795049104	8.15026868835839e-05	0.000252532540200226
gene-YML115C	gene-YML115C	484.986665983542	1.65656345625481	0.420648302476642	3.9381199127668	8.21225536042655e-05	0.00025404755955581
gene-YDL046W	gene-YDL046W	1714.95409185971	-1.80712386534367	0.458852744973951	-3.9383525218886	8.20429968097253e-05	0.00025404755955581
gene-YJR099W	gene-YJR099W	136.715558319435	-1.97210683194439	0.500757713400846	-3.93824554104423	8.20795772652787e-05	0.00025404755955581
